City,Longitude,Latitude,Total Population,Male Population,Female Population,Age 0-18,Age 19-35,Age 36-50,Age 51+,Average Temperature (°C),Mortality Rate (%),Average Income (AED),Healthcare Expenditure (% of Income)
Ras Al Khaimah,55.9486,25.7915,2137278,1473547,663731,261584,297915,94577,149708,29.63383976535263,0.49835317003809,10262,5.681784583589255
Dubai,55.2708,25.2768,4491346,3096561,1394785,242678,240493,222224,57798,33.18809794725357,0.7989870412541566,23164,10.267444689976198
Ras Al Khaimah,55.9486,25.7915,4186487,2886376,1300111,142442,106714,15705,16997,36.28567663977108,0.7711163177998891,29799,8.364204730231997
Abu Dhabi,54.366,24.4539,1376032,948706,427326,173362,136464,92518,112315,28.71834615869325,0.27678938677310927,28135,14.229670049762618
Abu Dhabi,54.366,24.4539,386026,266145,119881,286076,31160,202581,199849,37.47074582893069,1.1592249574680011,15242,14.254507324970293
Sharjah,55.391,25.3225,2334688,1609652,725036,255766,251412,53097,123988,38.1135480435102,1.2466509680296955,23318,5.926215760953828
Ras Al Khaimah,55.9486,25.7915,3532795,2435687,1097108,144476,97537,126480,287334,28.637743733428945,1.176384281326297,17468,10.536413513872864
Ras Al Khaimah,55.9486,25.7915,2446064,1686440,759624,105692,100386,124585,48888,25.08480516567203,1.1497047030433925,12526,5.778665906834607
Abu Dhabi,54.366,24.4539,3039326,2095465,943861,294109,243920,144887,211223,32.17929294716117,1.0303946502386991,29920,10.81289655677183
Umm Al Quwain,55.564,25.5225,3768317,2598068,1170249,215281,205664,159235,170912,25.12597192594516,0.6253170472675936,12349,10.18553099468914
Fujairah,56.3315,25.2769,239077,164831,74246,24366,113150,226865,173075,34.60376135305533,0.5411492164793262,25262,10.069019588108414
Dubai,55.2708,25.2768,3507146,2418004,1089142,43249,243491,59278,105105,31.01648525557523,1.2883632848618338,13300,9.64489783618878
Fujairah,56.3315,25.2769,2787370,1921754,865616,240476,121183,119776,281248,35.71256051922856,0.11996281428551255,28746,6.072801857875881
Umm Al Quwain,55.564,25.5225,2077165,1432102,645063,290687,38739,117509,84810,38.149477180067656,1.2684363779272951,21607,8.87048378649576
Ajman,55.5136,25.4052,2957142,2038803,918339,241976,99927,165563,136479,38.229257225366354,0.7506690061598802,24301,12.153762025221022
Fujairah,56.3315,25.2769,1601869,1104409,497460,149054,152202,293590,289041,38.533443338226924,0.19241975436154238,14240,9.24465240480339
Umm Al Quwain,55.564,25.5225,1080226,744762,335464,236550,246251,171750,239307,37.6138834068708,1.3337350370127703,28095,10.630259254783532
Ajman,55.5136,25.4052,4013033,2766788,1246245,59158,131033,36490,251472,33.82916266426454,0.5819264120208656,17703,14.24459664261385
Sharjah,55.391,25.3225,2389130,1647187,741943,265716,260935,257782,88312,25.569959596155005,1.0450742467094556,27142,14.339512023353219
Ajman,55.5136,25.4052,161350,111242,50108,143835,265450,295549,226518,38.2612340608757,0.5533265411623414,17116,9.779004091932045
Sharjah,55.391,25.3225,2344654,1616523,728131,78597,233059,284793,12124,25.403610681543604,0.337872021389653,23097,10.898057750554022
Ajman,55.5136,25.4052,1893185,1305257,587928,139541,110982,69108,151676,39.343233621308066,1.4677410903891976,20682,14.440227019574236
Ras Al Khaimah,55.9486,25.7915,405552,279608,125944,218263,95697,157079,126252,33.7951601600109,0.823439669236345,22844,8.828418310249626
Abu Dhabi,54.366,24.4539,1060374,731075,329299,234541,143665,137896,277248,33.04765580660197,0.3613250912061151,20992,9.44332117343135
Ras Al Khaimah,55.9486,25.7915,1648992,1136898,512094,87768,26950,94341,288332,27.492449242065646,0.6860852783630194,19542,12.721835674997447
Ajman,55.5136,25.4052,2731739,1883399,848340,105550,210513,93859,236760,34.244917317930806,0.6628137186218107,12348,14.025628391329727
Ras Al Khaimah,55.9486,25.7915,4973041,3428666,1544375,55387,238261,71799,233715,29.291233928040867,0.87118951111657,28272,5.010015802181985
Umm Al Quwain,55.564,25.5225,1428893,985151,443742,253093,11806,280936,141497,26.55203975501158,0.15341132392765697,25410,9.76969545286792
Ras Al Khaimah,55.9486,25.7915,2675368,1844534,830834,58642,198255,103847,260534,32.50933805543042,1.4669615828838565,23645,11.108117939168263
Sharjah,55.391,25.3225,4370665,3013357,1357308,274890,42184,154367,201657,38.3376052992598,0.8554921678290638,18631,10.299212537705532
Sharjah,55.391,25.3225,3172289,2187136,985153,98977,260999,113020,226578,39.16396761156083,1.296102316850092,19314,14.949454304202245
Ajman,55.5136,25.4052,4093960,2822583,1271377,160373,98620,256367,287634,30.545469481654983,0.6505838361263687,20039,10.69055346136056
Ras Al Khaimah,55.9486,25.7915,4110673,2834106,1276567,272332,150591,184793,279176,37.9234382209719,0.19475421271977342,29805,5.971883059286499
Sharjah,55.391,25.3225,1187965,819043,368922,281635,236440,146418,32449,38.492941714897654,1.1694346894117278,21819,11.170636838727518
Ajman,55.5136,25.4052,1693786,1167781,526005,21248,247520,227935,144978,34.78824321352692,1.4581829593602635,13848,12.664894504954262
Fujairah,56.3315,25.2769,2037003,1404413,632590,243043,246305,45148,255980,35.64390338155642,0.561172663861663,25190,10.397997833905999
Abu Dhabi,54.366,24.4539,3402495,2345852,1056643,93003,179658,244329,124989,38.57111658672252,0.30274421765045645,29094,8.25919851101892
Sharjah,55.391,25.3225,4594987,3168016,1426971,142237,203905,277168,124113,32.06661460042239,0.5123627673013146,23159,6.553208321499612
Fujairah,56.3315,25.2769,3840651,2647939,1192712,39102,146203,62286,107402,30.48046163779274,0.39599289123305603,25834,10.319628129647178
Fujairah,56.3315,25.2769,2452038,1690559,761479,132956,163204,266749,22443,25.305795457931108,1.2287513468569087,21591,5.691707628530178
Fujairah,56.3315,25.2769,1655914,1141670,514244,44737,125548,285870,128852,34.68458065109992,0.2678063429397336,20464,8.497587070652758
Ras Al Khaimah,55.9486,25.7915,4584725,3160941,1423784,138135,60358,13859,182004,39.9300210849994,0.9150858037433921,13506,10.405663560013714
Sharjah,55.391,25.3225,2429309,1674888,754421,272393,243245,56905,180836,28.154598013974542,0.17036693634044814,25545,6.788311625908584
Sharjah,55.391,25.3225,1632845,1125766,507079,13489,263452,279011,233834,30.832839002864954,1.489799474068136,12585,9.403414467893377
Sharjah,55.391,25.3225,542192,373814,168378,231192,207114,108022,258826,27.095962062928603,1.4877833900724837,17382,6.838337781109615
Fujairah,56.3315,25.2769,3204272,2209187,995085,257319,238810,156902,223557,38.62490958931933,0.9221141342319225,28092,8.241420102740825
Fujairah,56.3315,25.2769,1148950,792144,356806,80681,162359,227559,279532,35.59318929905387,0.40926980538620417,11925,9.474733828239994
Umm Al Quwain,55.564,25.5225,1683605,1160762,522843,142378,177554,284314,253711,31.350501152648903,1.3491300188848558,12181,11.385698703079914
Sharjah,55.391,25.3225,1722408,1187515,534893,197370,20662,287558,185839,38.3542510771643,0.6856668721761965,27371,12.5197702708574
Dubai,55.2708,25.2768,3232306,2228515,1003791,119241,232115,153493,282919,33.24623876498122,1.0604240395172722,18593,13.379794114264374
Abu Dhabi,54.366,24.4539,2156752,1486974,669778,242285,103181,156538,155286,32.44248346910832,0.7763361989411434,11789,5.207160893932658
Dubai,55.2708,25.2768,4399254,3033068,1366186,12288,133677,118139,161787,34.5599220488527,1.126564977793979,26273,13.514000655866926
Sharjah,55.391,25.3225,2915290,2009948,905342,189155,12862,226579,107952,39.34600212447591,1.0419242936710287,23674,8.1841141223746
Ajman,55.5136,25.4052,3076266,2120933,955333,246180,212481,199774,78304,38.44323585320275,0.7110023515699041,19447,5.076856426913212
Sharjah,55.391,25.3225,934858,644538,290320,202856,70323,57901,144920,26.43867530504515,0.7910134330307805,16582,5.361644343156414
Fujairah,56.3315,25.2769,4520386,3116583,1403803,297434,228782,197347,251284,39.95351465883034,0.12584860527673442,24902,13.295131130061401
Sharjah,55.391,25.3225,4698632,3239474,1459158,268188,257746,144410,23190,33.8019448470776,0.5890315596929453,21303,5.359560800970309
Ajman,55.5136,25.4052,4668730,3218858,1449872,283332,205687,148219,26984,38.10595928238437,0.946148385048258,28607,9.126983289195746
Umm Al Quwain,55.564,25.5225,4489192,3095076,1394116,296444,59216,63478,36778,36.709192171341854,0.8864923740656604,13872,10.532324423416606
Fujairah,56.3315,25.2769,3640392,2509870,1130522,11492,211080,151897,222859,32.41212523981871,1.1006971542274229,27290,6.106509457315688
Ajman,55.5136,25.4052,2080147,1434158,645989,287470,164398,291207,99314,39.71531265943048,1.4862650358738172,10466,12.818418844506466
Fujairah,56.3315,25.2769,3093039,2132497,960542,107358,188641,21500,48887,27.07249345000818,0.735021397714519,13809,6.345519479090989
Fujairah,56.3315,25.2769,2314378,1595649,718729,108957,162205,93808,256462,35.76883057789735,1.3678146333075272,15809,5.822261502096796
Abu Dhabi,54.366,24.4539,1081295,745499,335796,184115,297283,63055,138521,31.67620789293835,1.4775873576545009,15173,10.34579645896823
Fujairah,56.3315,25.2769,2859019,1971152,887867,43081,199514,148471,111289,37.25299747057436,1.3254394012411645,22123,7.584315565050116
Ras Al Khaimah,55.9486,25.7915,4438224,3059936,1378288,16631,240319,134637,154594,27.099935700581458,0.2598428510153044,13664,7.775547328215459
Ajman,55.5136,25.4052,4403271,3035838,1367433,202199,19783,159246,148301,29.42879779766248,1.094261788126602,10584,9.411534027174435
Ajman,55.5136,25.4052,3585983,2472358,1113625,113472,88875,262659,244411,35.55895637662097,0.2893769283718053,28780,10.954366462600685
Dubai,55.2708,25.2768,4377677,3018192,1359485,190082,22698,30902,150731,28.88511406358748,0.5683411281633869,20634,5.142070734472694
Umm Al Quwain,55.564,25.5225,2740160,1889205,850955,145829,256969,193112,194354,28.23010557743229,0.2275389050952774,29488,6.355554898424777
Dubai,55.2708,25.2768,1468373,1012370,456003,105931,43170,71761,40270,28.633976221688982,0.5893711598630762,13141,5.943991049603051
Ajman,55.5136,25.4052,1348817,929942,418875,131454,180785,116635,89643,37.5765610893615,0.3257049794261144,14679,14.175570116883915
Ajman,55.5136,25.4052,1952448,1346116,606332,214956,169198,259822,179974,29.051530447721163,1.0143652007547275,11571,10.381669042072726
Dubai,55.2708,25.2768,3139609,2164605,975004,137324,176453,261794,173522,36.22836389571967,1.2415042776389165,15712,10.120578764766229
Abu Dhabi,54.366,24.4539,850593,586441,264152,39808,32125,90517,126045,37.66481510837266,1.247637611131339,22489,6.357470240602589
Fujairah,56.3315,25.2769,4817721,3321580,1496141,157150,103976,232372,278428,28.341223819585043,0.5700370313953111,26625,7.352091303136268
Umm Al Quwain,55.564,25.5225,391941,270223,121718,12314,173862,86611,49981,31.999880536849478,1.4476558953751086,11549,5.056095217330572
Ajman,55.5136,25.4052,4940811,3406445,1534366,76443,117096,290983,39083,33.87894020549939,0.4830046872650282,27014,10.351941645122045
Umm Al Quwain,55.564,25.5225,1913902,1319540,594362,226030,126910,202219,10856,33.9547325368614,0.7690007335458049,24947,12.117214108953268
Umm Al Quwain,55.564,25.5225,3084044,2126296,957748,126395,146507,116333,151952,26.757589255332817,1.1240067236489155,11745,13.817552419037112
Abu Dhabi,54.366,24.4539,4187117,2886810,1300307,192187,68101,184568,184254,28.579354897464807,0.8318575708720992,11076,10.327947485082696
Ajman,55.5136,25.4052,3012697,2077105,935592,49823,162068,183972,292886,37.17477981416161,0.4411669799043184,16815,10.36960543021193
Fujairah,56.3315,25.2769,2592259,1787234,805025,79976,114612,149294,46917,33.94887657000067,0.10141888929518741,11623,8.86826877209506
Umm Al Quwain,55.564,25.5225,3027311,2087181,940130,226441,55312,67133,65125,30.651262451312213,0.8385255302504001,27196,10.293679759346118
Ajman,55.5136,25.4052,1715339,1182641,532698,288213,243856,223525,272919,34.42169343270261,1.4714060068469028,14401,13.626518673970336
Abu Dhabi,54.366,24.4539,3407015,2348968,1058047,25478,85456,281472,55430,36.65195185568654,1.2352403782648893,17794,10.880724403823198
Fujairah,56.3315,25.2769,1331037,917684,413353,52335,213458,117809,125850,25.110066427728825,1.0073932056878112,14749,5.956706779919566
Sharjah,55.391,25.3225,2345825,1617330,728495,107173,34879,154895,44970,27.22435136632201,0.404327617377653,17906,11.110935499187338
Umm Al Quwain,55.564,25.5225,4846351,3341319,1505032,130741,198385,161859,22803,38.926862130839126,0.5060157410565717,29530,13.332544023500644
Sharjah,55.391,25.3225,1614419,1113062,501357,14318,226029,26167,11868,32.542662455238826,1.4831248069958165,22835,12.71731453984631
Fujairah,56.3315,25.2769,2055923,1417457,638466,233800,213930,100520,229520,27.32588342541031,1.4266650603737727,20199,8.490756245605171
Sharjah,55.391,25.3225,1482265,1021948,460317,231989,195470,162178,113322,37.91195113827744,0.7769637837077026,24288,9.494241720459637
Fujairah,56.3315,25.2769,1106790,763077,343713,111595,272616,150722,219264,29.813867890778063,0.3197243362563172,18554,12.121117677358288
Umm Al Quwain,55.564,25.5225,4492595,3097422,1395173,127985,299219,47357,97809,27.854786464420396,0.27437537270785095,26107,5.795667585767386
Dubai,55.2708,25.2768,1493871,1029950,463921,66605,113489,73199,97198,39.325548150472336,0.764639784684646,11296,10.864766786484118
Ajman,55.5136,25.4052,1904078,1312767,591311,13265,293429,143573,60117,31.782075347684653,0.29370300447416586,20738,11.651137069399663
Sharjah,55.391,25.3225,252106,173814,78292,251339,204377,34259,108610,27.2547819980778,0.9859809982085924,22100,6.84976942589878
Ajman,55.5136,25.4052,1833044,1263793,569251,235044,236835,179903,92233,38.10529182196369,1.3182192866973006,13879,10.845765965471443
Umm Al Quwain,55.564,25.5225,2407520,1659866,747654,50325,181307,89838,114223,33.585542542959246,0.18320207648948814,26892,14.259363515255398
Umm Al Quwain,55.564,25.5225,3769816,2599102,1170714,286444,158489,75688,188809,33.798877503976854,0.5907400927045696,13113,9.690248327762568
Ajman,55.5136,25.4052,4760993,3282469,1478524,126874,84344,112201,65917,35.45300131756158,1.4062248076888195,17313,6.445294871874431
Abu Dhabi,54.366,24.4539,1941674,1338688,602986,94067,72544,62449,18579,28.37077714657669,1.17072156773077,25906,8.10591384207196
Umm Al Quwain,55.564,25.5225,4033114,2780633,1252481,32187,200054,154741,54236,35.585256546826386,1.3660146635687436,23340,5.128554596750666
Ajman,55.5136,25.4052,3488287,2405001,1083286,225145,104724,53474,208924,33.410768635883755,1.0894344069402286,25334,13.838446951299765
Sharjah,55.391,25.3225,2219783,1530430,689353,12343,217747,152828,197212,29.985889513202626,1.2338521190983038,16204,9.9009239694123
Fujairah,56.3315,25.2769,2131021,1469233,661788,112158,54864,102873,98971,26.165548617986605,1.3112145021606447,26618,10.545718950472867
Umm Al Quwain,55.564,25.5225,2836496,1955623,880873,285628,120573,288708,189311,34.91298575065181,0.15187545415731882,12276,9.329387360334561
Fujairah,56.3315,25.2769,2200643,1517234,683409,275505,142420,37607,200778,33.438032795615406,1.4255616891454708,10161,10.697161491499756
Ajman,55.5136,25.4052,3884188,2677955,1206233,179683,115017,289884,66363,31.145866044326297,0.20969144524401234,13492,12.221462352103739
Abu Dhabi,54.366,24.4539,2354390,1623235,731155,252127,212791,115356,284766,25.44374667195757,0.84447124667057,14726,13.121945212686663
Sharjah,55.391,25.3225,1338827,923055,415772,279977,298229,92629,40619,32.96390475391359,0.4572141291295567,24046,5.7229736630899275
Umm Al Quwain,55.564,25.5225,3418873,2357144,1061729,60167,76462,108855,200780,33.77530937480376,0.5270261812632907,28996,6.269834599516266
Dubai,55.2708,25.2768,3156415,2176192,980223,138302,43519,224296,259310,37.48504461188203,0.5406111634957461,23801,11.629243062506477
Abu Dhabi,54.366,24.4539,4916750,3389856,1526894,88076,189184,179323,168417,36.2821656744066,0.4844886708905721,19270,10.93534339962659
Ras Al Khaimah,55.9486,25.7915,4683821,3229263,1454558,44280,174972,57349,249729,36.15646505580099,0.2066201190497436,15812,9.583865681624669
Fujairah,56.3315,25.2769,3296746,2272943,1023803,63589,109231,55824,50343,38.7059991718936,0.6001767985492031,29238,11.043887828965559
Dubai,55.2708,25.2768,3239907,2233755,1006152,297178,154532,125621,239555,31.48491549674169,0.5289488342856501,16876,5.903198716808768
Ajman,55.5136,25.4052,2528656,1743383,785273,245929,95972,296249,137365,34.054555895582745,1.2125193333709992,17723,13.434408721605857
Umm Al Quwain,55.564,25.5225,3274454,2257574,1016880,100264,139239,245426,266582,30.536358917416166,0.6319196359781017,26267,13.885569338268436
Fujairah,56.3315,25.2769,3453776,2381208,1072568,77491,173273,74392,72107,38.95778335405089,1.2609908493180997,28358,5.707519529322337
Fujairah,56.3315,25.2769,4558412,3142800,1415612,145084,52293,287102,192491,26.341963313450947,1.419689123294506,26196,9.422680860761968
Dubai,55.2708,25.2768,2209423,1523288,686135,127864,282885,223046,178651,31.096542533932944,1.2056645469763194,18970,8.667295348485274
Sharjah,55.391,25.3225,3290218,2268442,1021776,256795,280454,137987,103102,32.167950874637114,0.2966130289463613,20778,8.880688387639623
